name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-3136,NO,1,0,0,0,0,0,0
GENE-3137,NO,1,0,0,0,0,0,0
GENE-3138,NO,1,93,96,90,95,77,99
GENE-3139,NO,1,368,327,341,307,320,239
GENE-3140,NO,1,0,0,0,0,0,0
GENE-3141,NO,1,0,0,0,0,0,0
GENE-3142,NO,1,0,0,0,0,0,1
GENE-3143,NO,1,135,124,113,121,126,95
GENE-3144,NO,1,114,90,86,99,108,101
GENE-3145,NO,1,81,68,35,68,73,95
GENE-3146,NO,1,0,0,0,0,0,0
GENE-3147,NO,1,0,0,0,0,0,0
GENE-3148,NO,1,184,147,152,118,134,171
GENE-3149,NO,1,0,0,0,0,0,0
GENE-3150,NO,1,544,300,636,311,428,374
GENE-3151,NO,1,0,0,0,0,0,0
GENE-3152,NO,1,0,0,0,0,0,0
GENE-3153,NO,1,0,0,0,0,0,0
GENE-3154,NO,1,0,0,0,0,0,0
GENE-3155,NO,1,168,169,248,189,239,271
GENE-3156,NO,1,0,0,0,0,0,0
GENE-3157,NO,1,0,0,0,0,0,0
GENE-3158,NO,1,0,0,0,0,0,0
GENE-3159,NO,1,0,0,0,0,0,0
GENE-3160,YES,1,0,0,0,0,0,0
GENE-3161,NO,1,0,0,0,0,0,0
GENE-3162,NO,1,146,146,216,184,185,243
GENE-3163,YES,1,0,0,0,0,0,0
GENE-3164,NO,1,0,0,0,0,0,0
GENE-3165,NO,1,0,0,0,0,0,0
GENE-3166,NO,1,6623,4829,7642,8385,6643,7100
GENE-3167,NO,1,0,0,0,0,0,0
GENE-3168,NO,1,0,0,0,0,0,0
GENE-3169,NO,1,0,0,0,0,0,0
GENE-3170,NO,1,0,0,0,0,0,0
GENE-3171,NO,1,46,33,59,31,49,49
GENE-3172,NO,1,0,0,0,0,0,0
GENE-3173,NO,1,13,24,27,17,19,15
GENE-3174,NO,1,0,0,0,0,0,0
GENE-3175,NO,1,147,54,88,27,13,61
GENE-3176,NO,1,0,0,0,0,0,0
GENE-3177,NO,1,0,0,0,0,0,0
GENE-3178,NO,1,79,90,77,59,63,69
GENE-3179,NO,1,0,0,0,0,0,0
GENE-3180,NO,1,12,19,24,26,45,23
GENE-3181,NO,1,0,0,0,0,0,0
GENE-3182,NO,1,26,56,29,29,88,27
GENE-3183,NO,1,0,0,0,0,0,0
GENE-3184,NO,1,10,11,27,25,16,23
GENE-3185,NO,1,0,0,0,0,0,0
GENE-3186,NO,1,4,4,6,4,6,4
GENE-3187,NO,1,0,0,0,0,0,0
GENE-3188,NO,1,0,0,0,0,0,0
GENE-3189,NO,1,109,100,81,114,83,99
GENE-3190,NO,1,0,0,0,0,0,0
GENE-3191,NO,1,0,0,0,0,1,0
GENE-3192,NO,1,0,0,0,0,0,0
GENE-3193,NO,1,0,0,0,0,0,0
GENE-3194,NO,1,0,0,0,0,0,0
GENE-3195,NO,1,166,146,254,222,91,116
GENE-3196,NO,1,522,529,520,453,497,529
GENE-3197,NO,1,0,0,0,0,0,0
GENE-3198,NO,1,0,0,0,0,0,0
GENE-3199,NO,1,0,0,0,0,0,0
GENE-3200,NO,1,2,5,3,3,3,3
GENE-3201,NO,1,0,0,0,0,0,0
GENE-3202,NO,1,0,0,0,0,0,0
GENE-3203,NO,1,77,60,63,70,63,49
GENE-3204,NO,1,0,0,0,0,0,0
GENE-3205,NO,1,20,26,33,21,21,35
GENE-3206,NO,1,536,582,528,514,557,503
GENE-3207,NO,1,0,0,0,0,0,0
GENE-3208,NO,1,0,0,0,0,0,0
GENE-3209,NO,1,1,3,0,2,1,2
GENE-3210,NO,1,4,5,4,5,7,8
GENE-3211,NO,1,0,0,0,0,0,0
GENE-3212,NO,1,0,0,0,0,0,0
GENE-3213,NO,1,0,0,0,0,0,0
GENE-3214,NO,1,327,273,275,283,312,349
GENE-3215,NO,1,8,18,27,35,20,32
GENE-3216,NO,1,0,2,0,1,0,2
GENE-3217,NO,1,0,0,0,0,0,0
GENE-3218,NO,1,0,0,0,0,0,0
GENE-3219,NO,1,0,0,0,0,0,0
GENE-3220,NO,1,0,0,0,0,0,0
GENE-3221,NO,1,36,56,36,34,42,36
GENE-3222,NO,1,0,0,0,0,0,0
GENE-3223,NO,1,0,0,0,0,0,0
GENE-3224,NO,1,0,0,0,0,0,0
GENE-3225,NO,1,3689,3135,3942,3031,3421,3444
GENE-3226,NO,1,0,0,0,0,0,0
GENE-3227,NO,1,0,0,0,0,0,0
GENE-3228,NO,1,0,0,0,0,0,0
GENE-3229,NO,1,0,0,0,0,0,0
GENE-3230,NO,1,0,0,0,0,0,0
GENE-3231,NO,1,0,0,0,0,1,1
GENE-3232,NO,1,699,657,946,803,810,713
GENE-3233,NO,1,18,17,27,32,11,27
GENE-3234,NO,1,2159,1810,1896,1867,2605,1650
GENE-3235,YES,1,0,0,0,0,0,0
GENE-3236,NO,1,0,0,0,0,0,0
GENE-3237,NO,1,0,0,0,0,0,0
GENE-3238,NO,1,1,0,0,0,0,0
GENE-3239,NO,1,986,1096,894,1093,839,949
GENE-3240,NO,1,5,15,6,8,9,6
GENE-3241,NO,1,4770,7352,6790,6700,8465,6946
GENE-3242,NO,1,708,742,606,548,979,613
GENE-3243,NO,1,0,0,0,0,0,0
GENE-3244,NO,1,0,0,0,0,0,0
GENE-3245,NO,1,0,0,0,0,0,0
GENE-3246,NO,1,31,22,46,38,49,40
GENE-3247,YES,1,0,0,0,0,0,0
GENE-3248,NO,1,468,426,406,357,446,420
GENE-3249,NO,1,1978,1038,453,956,378,1000
GENE-3250,NO,1,0,0,0,0,0,0
GENE-3251,NO,1,0,0,0,0,0,0
GENE-3252,NO,1,0,0,0,0,0,0
GENE-3253,NO,1,0,0,0,0,0,0
GENE-3254,NO,1,0,0,0,0,0,0
GENE-3255,NO,1,8,7,1,9,3,13
GENE-3256,NO,1,0,0,0,0,0,0
GENE-3257,NO,1,0,0,0,0,0,0
GENE-3258,NO,1,0,0,0,0,0,0
GENE-3259,NO,1,0,0,0,0,0,0
GENE-3260,NO,1,0,0,0,0,0,0
GENE-3261,NO,1,372,333,369,315,434,353
GENE-3262,NO,1,0,0,0,0,0,0
GENE-3263,NO,1,0,0,0,0,0,0
GENE-3264,NO,1,0,0,0,0,0,0
GENE-3265,NO,1,1042,2376,2365,3402,2268,3851
GENE-3266,NO,1,0,0,0,0,0,0
GENE-3267,NO,1,0,0,0,0,0,0
GENE-3268,NO,1,0,0,0,0,0,0
GENE-3269,NO,1,368,348,373,342,291,327
GENE-3270,NO,1,67,54,71,66,64,61
GENE-3271,NO,1,22,22,20,24,22,27
GENE-3272,NO,1,4,2,3,0,14,0
GENE-3273,NO,1,42,41,51,43,53,60
GENE-3274,NO,1,0,0,0,0,0,0
GENE-3275,NO,1,0,0,0,0,0,0
GENE-3277,NO,1,10,9,9,10,9,10
GENE-3278,NO,1,38,65,43,68,47,50
GENE-3279,NO,1,0,0,0,0,0,0
GENE-3280,NO,1,0,0,0,0,0,0
GENE-3281,NO,1,223,155,197,155,214,131
GENE-3282,NO,1,6,6,5,6,6,1
GENE-3283,NO,1,0,0,0,0,0,0
GENE-3284,NO,1,0,0,0,0,0,0
GENE-3285,NO,1,16,28,19,19,27,13
GENE-3286,NO,1,0,0,0,0,0,0
GENE-3287,NO,1,8,10,14,9,8,14
GENE-3288,NO,1,0,0,0,0,0,0
GENE-3289,NO,1,0,0,0,0,0,0
GENE-3290,NO,1,0,0,0,0,0,0
GENE-3291,NO,1,0,0,0,0,0,0
GENE-3292,NO,1,0,0,0,0,0,0
GENE-3293,NO,1,0,0,0,0,0,0
GENE-3294,NO,1,0,0,0,0,0,0
GENE-3295,NO,1,0,0,0,0,0,0
GENE-3296,NO,1,0,58,44,1,0,31
GENE-3297,NO,1,0,0,0,0,0,0
GENE-3298,NO,1,0,0,0,0,0,0
GENE-3299,NO,1,0,0,0,0,0,0
GENE-3300,NO,1,1683,2864,1927,2962,1782,2087
GENE-3301,NO,1,0,0,0,0,0,0
GENE-3302,NO,1,0,0,0,0,0,0
GENE-3303,NO,1,0,0,0,0,0,0
GENE-3304,NO,1,0,0,0,0,0,0
GENE-3305,NO,1,0,0,0,0,0,0
GENE-3306,NO,1,0,0,0,0,0,0
GENE-3307,NO,1,0,0,0,0,0,0
GENE-3308,NO,1,0,0,0,0,0,0
GENE-3309,NO,1,226,207,153,150,249,174
GENE-3310,NO,1,0,0,0,0,0,0
GENE-3311,NO,1,0,0,0,0,0,0
GENE-3312,NO,1,1,0,0,0,0,0
GENE-3313,NO,1,45,48,38,39,42,51
GENE-3314,NO,1,0,0,0,0,0,0
GENE-3315,NO,1,254,279,296,250,262,246
GENE-3316,NO,1,0,3,1,0,1,0
GENE-3317,NO,1,134,93,80,94,99,120
GENE-3318,NO,1,1183,1358,1215,1092,977,1024
GENE-3319,NO,1,0,0,0,0,0,0
GENE-3320,NO,1,0,0,0,0,0,0
GENE-3321,NO,1,0,0,0,0,0,0
GENE-3322,NO,1,0,0,0,0,0,0
GENE-3323,NO,1,7,4,12,4,3,6
GENE-3324,NO,1,0,0,0,0,0,0
GENE-3325,NO,1,0,0,0,0,0,0
GENE-3326,NO,1,0,0,0,0,0,0
GENE-3327,NO,1,0,0,0,0,0,0
GENE-3328,NO,1,0,1,0,1,0,0
GENE-3329,NO,1,43,53,40,58,70,71
GENE-3330,NO,1,0,0,0,0,0,0
GENE-3331,NO,1,41,32,52,38,32,39
GENE-3332,NO,1,0,0,0,0,0,0
GENE-3333,NO,1,0,0,0,0,0,0
GENE-3334,NO,1,0,0,0,0,0,0
GENE-3335,NO,1,0,0,0,0,0,0
GENE-3336,NO,1,0,0,0,0,0,0
GENE-3337,NO,1,0,0,0,0,0,0
GENE-3338,NO,1,44,56,18,46,47,31
GENE-3339,NO,1,0,0,0,0,0,0
GENE-3340,NO,1,0,0,0,0,0,0
GENE-3341,NO,1,0,0,0,0,0,0
GENE-3342,NO,1,0,0,0,0,0,0
GENE-3343,NO,1,3,4,5,2,2,5
GENE-3344,NO,1,0,0,0,0,0,0
GENE-3345,NO,1,0,0,0,0,0,0
GENE-3346,NO,1,0,0,0,0,0,0
GENE-3347,NO,1,0,0,0,0,0,0
GENE-3348,NO,1,0,0,0,0,0,0
GENE-3349,NO,1,0,0,0,0,0,0
GENE-3350,NO,1,0,0,0,0,0,0
GENE-3351,NO,1,0,0,0,0,0,0
GENE-3352,NO,1,0,0,0,0,0,0
GENE-3353,NO,1,0,0,0,0,0,0
GENE-3354,NO,1,0,0,0,0,0,0
GENE-3355,NO,1,158,143,187,176,167,246
GENE-3356,NO,1,0,0,0,0,0,0
GENE-3357,NO,1,0,0,0,0,0,0
GENE-3358,NO,1,0,0,0,0,0,0
GENE-3359,NO,1,2,3,3,2,3,0
GENE-3360,NO,1,0,0,0,0,0,0
GENE-3361,NO,1,0,0,0,0,0,0
GENE-3362,NO,1,0,0,0,0,0,0
GENE-3363,NO,1,0,0,0,0,0,0
GENE-3364,NO,1,0,0,0,0,0,0
GENE-3365,NO,1,0,0,0,0,0,0
GENE-3366,NO,1,0,0,0,0,0,0
GENE-3367,NO,1,0,0,0,0,0,0
GENE-3368,NO,1,0,0,0,0,0,0
GENE-3369,NO,1,1169,789,1345,988,1143,715
GENE-3370,NO,1,0,0,0,0,0,0
GENE-3371,NO,1,0,0,0,0,0,0
GENE-3372,NO,1,0,0,0,0,0,0
GENE-3373,NO,1,0,0,0,0,0,0
GENE-3374,NO,1,0,1,1,1,3,0
GENE-3375,NO,1,0,0,0,0,0,0
GENE-3376,NO,1,0,0,0,0,0,0
GENE-3377,NO,1,0,2,1,0,1,1
GENE-3378,NO,1,36,31,35,29,29,17
GENE-3379,NO,1,0,0,0,0,0,0
GENE-3380,NO,1,0,0,0,0,0,0
GENE-3381,NO,1,1,1,1,3,7,1
GENE-3382,NO,1,0,0,0,0,0,0
GENE-3383,NO,1,0,0,0,0,0,0
GENE-3384,NO,1,0,0,0,0,0,0
GENE-3385,NO,1,0,0,0,0,0,0
GENE-3386,NO,1,13,26,34,58,40,32
GENE-3387,NO,1,0,0,0,0,0,0
GENE-3388,NO,1,0,0,0,0,0,0
GENE-3389,NO,1,77,70,86,77,65,70
GENE-3390,YES,1,0,0,0,0,0,0
GENE-3391,NO,1,0,0,0,0,0,0
GENE-3392,NO,1,286,424,711,236,489,1869
GENE-3393,NO,1,0,0,0,0,0,0
GENE-3394,NO,1,0,0,0,0,0,0
GENE-3395,NO,1,428,377,380,587,361,404
GENE-3396,NO,1,0,0,0,0,0,0
GENE-3397,NO,1,0,0,0,0,0,0
GENE-3398,NO,1,0,0,0,0,0,0
GENE-3399,NO,1,163,127,80,120,157,124
GENE-3400,NO,1,0,0,0,0,0,0
GENE-3401,NO,1,0,0,0,0,0,0
GENE-3402,NO,1,0,0,0,0,0,0
GENE-3403,NO,1,0,0,0,0,0,0
GENE-3404,NO,1,148,173,147,131,209,151
GENE-3405,NO,1,0,0,0,0,0,0
GENE-3406,NO,1,0,0,0,0,0,0
GENE-3407,NO,1,0,0,0,0,0,0
GENE-3408,NO,1,0,0,0,0,0,0
GENE-3409,NO,1,208,324,228,68,43,247
GENE-3410,NO,1,18,15,24,14,12,9
GENE-3411,NO,1,0,0,0,0,0,0
GENE-3412,NO,1,0,0,0,0,0,0
GENE-3413,NO,1,5,0,0,2,1,0
GENE-3414,NO,1,0,0,0,0,0,0
GENE-3415,NO,1,0,0,0,0,0,0
GENE-3416,NO,1,0,0,0,0,0,0
GENE-3417,NO,1,0,0,0,0,0,0
GENE-3418,NO,1,2,0,0,0,0,1
GENE-3419,NO,1,0,0,0,0,0,0
GENE-3420,NO,1,0,0,0,0,0,0
GENE-3421,NO,1,69,84,77,72,55,68
GENE-3422,NO,1,0,0,0,0,0,0
GENE-3423,NO,1,1010,1438,1117,1155,943,1043
GENE-3424,NO,1,22,33,34,16,19,23
GENE-3425,NO,1,150,130,159,202,200,76
GENE-3426,NO,1,0,0,0,0,0,0
GENE-3427,NO,1,0,0,0,0,0,0
GENE-3428,NO,1,0,0,0,1,0,0
GENE-3429,NO,1,0,0,0,0,0,0
GENE-3430,NO,1,25,14,19,14,19,13
GENE-3431,NO,1,0,0,0,0,0,0
GENE-3432,NO,1,0,0,0,0,0,0
GENE-3433,NO,1,23,27,14,13,13,10
GENE-3434,NO,1,0,0,0,0,0,0
GENE-3435,NO,1,34,30,36,40,40,32
GENE-3436,NO,1,0,0,0,0,0,1
GENE-3437,NO,1,0,0,0,0,0,0
GENE-3438,NO,1,0,0,1,0,0,0
GENE-3439,NO,1,0,0,0,0,0,0
GENE-3440,NO,1,0,0,0,0,0,0
GENE-3441,NO,1,0,0,0,0,0,0
GENE-3442,NO,1,0,0,0,0,0,0
GENE-3443,NO,1,0,0,0,0,0,0
GENE-3444,NO,1,97,174,354,184,185,186
GENE-3445,NO,1,0,0,0,0,0,0
GENE-3446,NO,1,0,0,0,0,0,0
GENE-3447,NO,1,0,0,0,0,0,0
GENE-3448,NO,1,0,0,0,0,0,0
GENE-3449,NO,1,0,0,0,0,0,0
GENE-3450,NO,1,0,0,0,0,0,0
GENE-3451,NO,1,1492,1729,1902,1636,1407,1531
GENE-3452,NO,1,0,0,0,1,0,0
GENE-3453,NO,1,0,0,0,0,0,0
GENE-3454,NO,1,0,0,0,0,0,0
GENE-3455,NO,1,0,0,0,0,0,0
GENE-3456,NO,1,0,0,0,0,0,0
GENE-3457,NO,1,100,104,111,67,136,97
GENE-3458,NO,1,1298,1152,1402,1815,1644,1046
GENE-3459,NO,1,0,0,0,0,0,0
GENE-3460,NO,1,0,0,0,0,0,0
GENE-3461,NO,1,10,12,17,5,10,8
GENE-3462,NO,1,0,0,0,0,0,0
GENE-3463,NO,1,0,0,0,0,0,0
GENE-3464,NO,1,441,513,449,447,402,390
GENE-3465,NO,1,0,0,0,0,0,0
GENE-3466,NO,1,0,0,0,0,0,0
GENE-3467,NO,1,0,0,0,0,0,0
GENE-3468,NO,1,11,11,8,8,9,9
GENE-3469,NO,1,90,88,89,89,95,96
GENE-3470,NO,1,3,0,0,3,1,1
GENE-3471,NO,1,0,0,0,0,0,0
GENE-3472,NO,1,0,0,0,0,0,0
GENE-3473,NO,1,0,0,0,0,0,0
GENE-3474,NO,1,0,0,0,0,0,0
GENE-3475,NO,1,0,0,0,0,0,0
GENE-3476,NO,1,94,73,95,96,205,56
GENE-3477,NO,1,0,0,0,0,0,0
GENE-3478,NO,1,0,1,0,0,1,2
GENE-3479,NO,1,0,0,0,0,0,0
GENE-3480,NO,1,2,1,5,0,0,1
GENE-3481,NO,1,73,52,51,61,59,73
GENE-3482,NO,1,0,0,0,0,0,0
GENE-3483,NO,1,0,0,0,0,0,0
GENE-3484,NO,1,0,0,0,0,0,0
GENE-3485,NO,1,0,0,0,0,0,0
GENE-3486,NO,1,660,829,800,749,668,512
GENE-3487,NO,1,801,1183,1263,1189,1008,1237
GENE-3488,NO,1,0,0,0,0,0,0
GENE-3489,NO,1,1,1,1,1,0,1
GENE-3490,NO,1,0,0,0,0,0,0
GENE-3491,NO,1,0,0,0,0,0,0
GENE-3492,NO,1,0,0,0,0,0,0
GENE-3493,NO,1,0,0,0,0,0,0
GENE-3494,NO,1,0,0,0,0,0,0
GENE-3495,NO,1,0,0,0,0,0,0
GENE-3496,NO,1,0,0,0,0,0,0
GENE-3497,NO,1,0,3,2,1,1,0
GENE-3498,NO,1,0,0,0,0,0,0
GENE-3499,NO,1,0,0,0,0,0,0
GENE-3500,NO,1,0,0,0,0,0,0
GENE-3501,NO,1,0,0,0,0,0,0
GENE-3502,NO,1,1,0,0,1,1,2
GENE-3503,NO,1,0,0,0,0,0,0
GENE-3504,NO,1,0,0,0,0,0,0
GENE-3505,NO,1,0,0,0,0,0,0
GENE-3506,NO,1,0,0,0,0,0,0
GENE-3507,NO,1,0,0,0,0,0,0
GENE-3508,NO,1,0,0,0,0,0,0
GENE-3509,NO,1,0,0,0,0,0,0
GENE-3510,NO,1,0,0,0,0,0,0
GENE-3511,NO,1,81,85,57,57,78,76
GENE-3512,NO,1,0,0,1,0,0,0
GENE-3513,NO,1,0,0,0,0,0,0
GENE-3514,NO,1,0,0,0,0,0,0
GENE-3515,NO,1,3,3,4,4,3,0
GENE-3516,NO,1,0,0,0,0,0,0
GENE-3517,NO,1,88,61,80,110,78,70
GENE-3518,NO,1,0,0,0,0,0,0
GENE-3519,NO,1,33,29,41,26,28,12
GENE-3520,NO,1,0,0,0,0,0,0
GENE-3521,NO,1,0,0,0,0,0,0
GENE-3522,NO,1,0,0,0,0,0,0
GENE-3523,NO,1,0,0,0,0,0,0
GENE-3524,NO,1,136,120,145,149,112,200
GENE-3525,NO,1,0,0,0,0,0,0
GENE-3526,NO,1,28,18,26,23,23,26
GENE-3527,NO,1,9,7,6,8,10,7
GENE-3528,NO,1,0,0,0,0,0,0
GENE-3529,NO,1,650,436,521,409,695,581
GENE-3530,NO,1,0,0,0,0,0,0
GENE-3531,NO,1,0,0,0,0,0,0
GENE-3532,NO,1,0,0,0,0,0,0
GENE-3533,NO,1,1,0,0,0,0,0
GENE-3534,NO,1,141,150,133,91,158,88
GENE-3535,NO,1,0,0,0,1,0,0
GENE-3536,NO,1,0,0,0,0,0,0
GENE-3537,NO,1,0,0,0,0,0,0
GENE-3538,NO,1,0,0,0,0,0,0
GENE-3539,NO,1,0,0,0,0,0,0
GENE-3540,NO,1,0,0,0,0,0,0
GENE-3541,NO,1,32,12,37,24,17,35
GENE-3542,NO,1,235,204,142,242,168,200
GENE-3543,NO,1,0,0,0,0,0,0
GENE-3544,NO,1,0,0,0,0,0,0
GENE-3545,NO,1,413,141,146,217,528,209
GENE-3546,YES,1,0,0,0,0,0,0
GENE-3547,NO,1,0,0,1,0,0,0
GENE-3548,NO,1,0,0,0,0,0,0
GENE-3549,NO,1,0,0,0,0,0,0
GENE-3550,NO,1,6,4,3,3,0,5
GENE-3551,NO,1,0,0,0,0,0,0
GENE-3552,NO,1,0,0,0,0,0,0
GENE-3553,NO,1,0,0,0,0,0,0
GENE-3554,YES,1,0,0,0,0,0,0
GENE-3555,NO,1,0,0,0,0,0,0
GENE-3556,NO,1,0,0,0,0,0,0
GENE-3557,NO,1,0,0,0,0,0,0
GENE-3558,NO,1,0,0,0,0,0,0
GENE-3559,NO,1,0,0,0,0,0,0
GENE-3560,NO,1,28,28,18,31,33,26
GENE-3561,NO,1,217,265,232,247,195,203
GENE-3562,NO,1,261,223,217,181,236,249
GENE-3563,NO,1,809,838,722,623,876,1175
GENE-3564,NO,1,0,0,0,0,0,0
GENE-3565,NO,1,0,0,0,0,0,0
GENE-3566,NO,1,113,108,101,132,126,111
GENE-3567,NO,1,0,1,0,0,1,2
GENE-3568,NO,1,373,268,266,355,370,333
GENE-3569,NO,1,0,0,0,0,0,0
GENE-3570,NO,1,0,0,0,0,0,0
GENE-3571,NO,1,0,0,0,0,0,0
GENE-3572,NO,1,52,8,32,46,242,13
GENE-3573,NO,1,0,0,0,0,0,0
GENE-3574,NO,1,6,10,2,4,13,2
GENE-3575,NO,1,0,0,0,0,0,0
GENE-3576,NO,1,0,0,0,0,0,0
GENE-3577,NO,1,0,0,0,0,0,0
GENE-3578,NO,1,0,0,0,0,0,0
GENE-3579,NO,1,0,0,0,1,0,0
GENE-3580,NO,1,831,705,735,716,681,840
GENE-3581,NO,1,0,0,0,0,0,0
GENE-3582,NO,1,0,0,0,0,0,0
GENE-3583,NO,1,0,0,0,0,0,0
GENE-3584,NO,1,0,0,0,0,0,0
GENE-3585,NO,1,0,0,0,0,0,0
GENE-3586,NO,1,0,0,0,0,0,0
GENE-3587,NO,1,318,261,254,106,222,252
GENE-3588,NO,1,78,48,51,28,98,88
GENE-3589,NO,1,0,0,0,0,1,0
GENE-3590,NO,1,49,38,47,50,48,59
GENE-3591,NO,1,0,0,0,0,0,0
GENE-3592,NO,1,0,0,0,0,0,0
GENE-3593,NO,1,46,58,57,52,35,76
GENE-3594,NO,1,0,0,0,0,0,0
GENE-3595,NO,1,0,0,0,0,0,0
GENE-3596,NO,1,0,0,0,0,0,0
GENE-3597,NO,1,0,0,0,0,0,0
GENE-3598,NO,1,0,0,0,0,0,0
GENE-3599,NO,1,106,106,74,128,109,79
GENE-3600,NO,1,0,0,0,0,0,0
GENE-3601,NO,1,0,0,0,0,0,0
GENE-3602,NO,1,0,0,0,0,0,0
GENE-3603,NO,1,22,28,25,25,28,28
GENE-3604,YES,1,0,0,0,0,0,0
GENE-3605,NO,1,7,11,6,6,3,5
GENE-3606,NO,1,0,0,0,0,0,0
GENE-3607,NO,1,234,183,177,197,356,205
GENE-3608,NO,1,0,0,0,0,0,0
GENE-3609,NO,1,1,1,2,2,1,3
GENE-3610,YES,1,0,0,0,0,0,0
GENE-3611,NO,1,0,0,0,0,0,0
GENE-3612,NO,1,12,12,17,9,9,14
GENE-3613,YES,1,0,0,0,0,0,0
GENE-3614,NO,1,0,0,0,0,0,0
GENE-3615,NO,1,10,3,2,2,10,2
GENE-3616,NO,1,0,0,0,0,0,0
GENE-3617,NO,1,0,0,0,0,0,0
GENE-3618,NO,1,0,0,0,0,0,0
GENE-3619,NO,1,0,0,0,0,0,0
GENE-3620,NO,1,6,1,3,6,6,2
GENE-3621,NO,1,0,0,0,0,0,0
GENE-3622,NO,1,14,8,14,9,12,8
GENE-3623,NO,1,0,0,0,0,0,0
GENE-3624,NO,1,0,0,0,0,0,0
GENE-3625,NO,1,1,3,2,4,3,4
GENE-3626,NO,1,0,0,0,0,0,0
GENE-3627,NO,1,0,0,0,0,0,0
GENE-3628,NO,1,0,0,0,0,0,0
GENE-3629,NO,1,0,0,0,0,0,0
GENE-3630,NO,1,0,0,0,0,0,0
GENE-3631,NO,1,0,0,0,0,0,0
GENE-3632,NO,1,1,5,2,5,1,2
GENE-3633,NO,1,36,36,53,38,36,54
GENE-3634,NO,1,3,0,1,0,5,1
GENE-3635,NO,1,136,152,197,192,88,192
GENE-3636,NO,1,0,0,0,0,0,0
GENE-3637,NO,1,0,0,0,0,0,0
GENE-3638,NO,1,59,63,66,38,63,54
GENE-3639,NO,1,10,10,20,8,10,16
GENE-3640,NO,1,0,0,0,0,0,0
GENE-3641,NO,1,86,42,40,51,82,65
GENE-3642,NO,1,0,0,0,0,0,0
GENE-3643,NO,1,0,0,0,0,0,0
GENE-3644,NO,1,0,0,0,0,0,0
GENE-3645,NO,1,0,0,0,0,0,0
GENE-3646,NO,1,243,129,163,226,171,196
GENE-3647,NO,1,51,43,46,66,46,38
GENE-3648,NO,1,22,24,29,28,33,27
GENE-3649,NO,1,0,0,0,0,0,0
GENE-3650,NO,1,6,3,6,2,1,3
GENE-3651,NO,1,1,5,3,2,1,3
GENE-3652,NO,1,0,0,0,0,0,0
GENE-3653,NO,1,0,0,0,0,0,0
GENE-3654,NO,1,0,0,0,0,0,0
GENE-3655,NO,1,37,37,32,22,32,22
GENE-3656,NO,1,0,0,0,1,0,0
GENE-3657,NO,1,0,0,0,0,0,0
GENE-3658,NO,1,0,0,0,0,0,0
GENE-3659,NO,1,0,0,0,0,0,0
GENE-3660,NO,1,0,0,0,0,0,0
GENE-3661,NO,1,44,33,33,39,37,53
GENE-3662,NO,1,0,0,0,0,0,0
GENE-3663,NO,1,0,0,0,0,0,0
GENE-3664,NO,1,0,0,0,0,0,0
GENE-3665,NO,1,172,183,195,167,168,176
GENE-3666,NO,1,0,0,0,0,0,0
GENE-3667,NO,1,13,5,11,8,16,5
GENE-3668,NO,1,96,92,102,106,91,115
GENE-3669,NO,1,1634,1670,1402,1374,1378,1317
GENE-3670,NO,1,0,0,0,0,0,0
GENE-3671,NO,1,19,26,29,19,16,23
GENE-3672,NO,1,0,0,0,0,0,0
GENE-3673,NO,1,0,0,0,0,0,0
GENE-3674,NO,1,0,0,0,0,0,0
GENE-3675,NO,1,0,0,0,0,0,0
GENE-3676,NO,1,0,0,0,0,0,0
GENE-3677,NO,1,0,0,0,0,0,0
GENE-3678,NO,1,0,1,0,0,0,0
GENE-3679,NO,1,0,0,0,0,0,0
GENE-3680,NO,1,0,0,0,0,0,0
GENE-3681,NO,1,0,0,0,0,0,0
GENE-3682,NO,1,0,0,0,0,0,0
GENE-3683,NO,1,0,0,0,0,0,0
GENE-3684,NO,1,0,0,0,0,0,0
GENE-3685,NO,1,0,0,0,0,0,0
GENE-3686,NO,1,8,10,8,10,15,8
GENE-3687,NO,1,14,16,7,11,9,9
GENE-3688,NO,1,19,32,38,29,24,28
GENE-3689,NO,1,0,0,0,0,0,0
GENE-3690,NO,1,0,0,0,0,0,0
GENE-3691,NO,1,0,0,0,0,0,0
GENE-3692,NO,1,0,0,0,0,0,0
GENE-3693,NO,1,0,0,0,0,0,0
GENE-3694,NO,1,0,0,0,0,0,0
GENE-3695,NO,1,2,1,3,0,0,1
GENE-3696,NO,1,0,0,0,0,0,0
GENE-3697,NO,1,0,0,0,0,0,0
GENE-3698,NO,1,6,8,8,11,8,13
GENE-3699,NO,1,28,20,35,36,19,21
GENE-3700,NO,1,101,132,97,117,65,113
GENE-3701,YES,1,0,0,0,0,0,0
GENE-3702,NO,1,0,0,0,0,0,0
GENE-3703,NO,1,0,0,0,0,0,0
GENE-3704,NO,1,0,0,0,0,0,0
GENE-3705,NO,1,0,0,0,0,0,0
GENE-3706,NO,1,168,189,153,168,155,167
GENE-3707,NO,1,0,0,0,0,0,0
GENE-3708,NO,1,12,11,5,7,4,26
GENE-3709,NO,1,0,0,0,0,0,1
GENE-3711,NO,1,0,0,0,0,0,0
GENE-3712,NO,1,0,0,0,0,0,0
GENE-3713,NO,1,0,0,0,0,0,0
GENE-3714,NO,1,0,0,0,0,0,0
GENE-3715,NO,1,0,0,0,0,0,0
